345.7956	1.05	450	95	.5	-2.25	.35	45	152.5
345.796075	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	152.5
345.797025	1.05	450	95	.5	-2.25	.35	45	152.5
345.7975	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	.8	450	95	.5	-2.25	.35	45	152.5
345.79655	.925	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	1.175	450	95	.5	-2.25	.35	45	152.5
345.79655	1.3	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	300	95	.5	-2.25	.35	45	152.5
345.79655	1.05	375	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	525	95	.5	-2.25	.35	45	152.5
345.79655	1.05	600	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	60	.5	-2.25	.35	45	152.5
345.79655	1.05	450	77.5	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	112.5	.5	-2.25	.35	45	152.5
345.79655	1.05	450	130	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.3	-2.25	.35	45	152.5
345.79655	1.05	450	95	.4	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.6	-2.25	.35	45	152.5
345.79655	1.05	450	95	.7	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-3	.35	45	152.5
345.79655	1.05	450	95	.5	-2.625	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-1.875	.35	45	152.5
345.79655	1.05	450	95	.5	-1.5	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.2	45	152.5
345.79655	1.05	450	95	.5	-2.25	.275	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.425	45	152.5
345.79655	1.05	450	95	.5	-2.25	.5	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	35	152.5
345.79655	1.05	450	95	.5	-2.25	.35	40	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	50	152.5
345.79655	1.05	450	95	.5	-2.25	.35	55	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	145
345.79655	1.05	450	95	.5	-2.25	.35	45	148.75
345.79655	1.05	450	95	.5	-2.25	.35	45	152.5
345.79655	1.05	450	95	.5	-2.25	.35	45	156.25
345.79655	1.05	450	95	.5	-2.25	.35	45	160
